jellycatid,jellycatname,size,price,stock,datecreated,height,width
d124ae42-b016-452f-ba3e-3916bbab0c0e,Fuddlewuddle Lamb,MEDIUM,30.0,More on the way,2024/01/06 07:55:50,9,5
c322b5db-b7a8-4226-a957-5f42c4ba2e84,Merryday Giraffe,MEDIUM,30.0,More on the way,2024/01/06 07:55:52,16,4
8d10f4da-89fe-4f76-b059-07f85ee4f63c,Peanut Penguin,LARGE,40.0,More on the way,2024/01/06 07:55:54,13,8
8d10f4da-89fe-4f76-b059-07f85ee4f63c,Peanut Penguin,MEDIUM,28.0,More on the way,2024/01/06 07:55:54,9,4
8d10f4da-89fe-4f76-b059-07f85ee4f63c,Peanut Penguin,SMALL,15.0,More on the way,2024/01/06 07:55:54,4,2
5d12dfe7-fcbc-4060-881b-37541205f6c3,Fuddlewuddle Elephant,HUGE,69.0,Out of stock,2024/01/06 07:55:59,17,9
5d12dfe7-fcbc-4060-881b-37541205f6c3,Fuddlewuddle Elephant,LARGE,40.0,Out of stock,2024/01/06 07:55:59,12,6
5d12dfe7-fcbc-4060-881b-37541205f6c3,Fuddlewuddle Elephant,MEDIUM,30.0,More on the way,2024/01/06 07:55:59,9,5
5d12dfe7-fcbc-4060-881b-37541205f6c3,Fuddlewuddle Elephant,TINY,15.0,Out of stock,2024/01/06 07:55:59,5,3
4b039c59-6fc5-477d-aeaa-c972e601ff25,Cordy Roy Fox,MEDIUM,27.5,More on the way,2024/01/06 07:56:01,15,6
4b039c59-6fc5-477d-aeaa-c972e601ff25,Cordy Roy Fox,SMALL,17.0,Out of stock,2024/01/06 07:56:01,10,4
d963b87b-2835-46bb-8588-59cfa7ccadbb,Tumblie Sheep Dog,MEDIUM,30.0,Returning to stock 3-4 weeks,2024/01/06 07:56:03,5,14
ad5dfed5-7959-477d-b903-4931828dd8ab,Blossom Cream Bunny with Personalised Cream Jumper,MEDIUM,38.0,Returning to stock 3-4 weeks,2024/01/06 07:56:05,12,5
76300199-6257-4446-9172-f5324fea970f,Bashful Beige Bunny Soother,ONE SIZE,25.0,More on the way,2024/01/06 07:56:06,13,13
048ad19e-8485-4220-bfc3-fab6bcfda8eb,Bashful Blue Bunny Rattle,SMALL,15.0,Returning to stock 3-4 weeks,2024/01/06 07:56:08,7,4
52a1949e-689d-4af0-a283-5e8b4835e60c,Truffles Highland Cow,MEDIUM,33.0,Returning to stock 2-3 months,2024/01/06 07:56:10,9,14
8ebe49e5-2e64-4fb8-8dc6-8939dd79f2c7,Bashful Bunny Beige Spots A6 Note Book,ONE SIZE,3.0,Out of stock,2024/01/06 07:56:11,6,
7959eee8-bac1-4103-be39-ebd8df0f2b0a,Otto the Loyal Long Dog Book and Otto Sausage Dog,LARGE,45.0,Out of stock,2024/01/06 07:56:13,,
